locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCMBFCID_03755	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
OCMBFCID_03756	CDS	1131	sfmH_2			putative fimbrial-like protein SfmH
OCMBFCID_03757	CDS	780	ycbF		COG3121	putative fimbrial chaperone YcbF
OCMBFCID_03758	CDS	525	ycbV		COG3539	putative fimbrial-like protein YcbV
OCMBFCID_03759	CDS	564	ycbU		COG3539	putative fimbrial-like protein YcbU
OCMBFCID_03760	CDS	2529	elfC_1		COG3188	putative outer membrane usher protein ElfC
OCMBFCID_03761	CDS	753	fimC_1			Chaperone protein FimC
OCMBFCID_03762	CDS	705	fimA_2			Type-1 fimbrial protein, A chain
OCMBFCID_03763	CDS	2448	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
OCMBFCID_03764	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
OCMBFCID_03765	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
OCMBFCID_03766	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
OCMBFCID_03767	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
OCMBFCID_03768	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
OCMBFCID_03769	CDS	594				hypothetical protein
OCMBFCID_03770	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
OCMBFCID_03771	CDS	528	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
OCMBFCID_03772	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
OCMBFCID_03773	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
OCMBFCID_03774	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
OCMBFCID_03775	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
OCMBFCID_03776	CDS	1179	hcpA_3		COG3157	Major exported protein
OCMBFCID_03777	CDS	495				hypothetical protein
OCMBFCID_03778	CDS	285				hypothetical protein
OCMBFCID_03779	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
OCMBFCID_03780	CDS	441	yhhA			putative protein YhhA
OCMBFCID_03781	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
OCMBFCID_03782	CDS	1071	ugpC	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
OCMBFCID_03783	CDS	846	lacG			Lactose transport system permease protein LacG
OCMBFCID_03784	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
OCMBFCID_03785	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
OCMBFCID_03786	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OCMBFCID_03787	CDS	768	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OCMBFCID_03788	CDS	1278				hypothetical protein
OCMBFCID_03789	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
OCMBFCID_03790	CDS	1110	livK		COG0683	Leucine-specific-binding protein
OCMBFCID_03791	CDS	384	panZ			PanD regulatory factor
OCMBFCID_03792	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
OCMBFCID_03793	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
OCMBFCID_03794	CDS	1059	ftsX		COG2177	Cell division protein FtsX
OCMBFCID_03795	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
OCMBFCID_03796	CDS	1497	ftsY		COG0552	Signal recognition particle receptor FtsY
OCMBFCID_03797	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
OCMBFCID_03798	CDS	270				hypothetical protein
OCMBFCID_03799	CDS	360				hypothetical protein
OCMBFCID_03800	CDS	627				hypothetical protein
OCMBFCID_03801	CDS	2199	zntA	3.6.3.-		Zinc/cadmium/lead-transporting P-type ATPase
OCMBFCID_03802	CDS	309				hypothetical protein
OCMBFCID_03803	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
OCMBFCID_03804	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
OCMBFCID_03805	CDS	558				hypothetical protein
OCMBFCID_03806	CDS	1251	yhhS_2			putative MFS-type transporter YhhS
OCMBFCID_03807	CDS	1050	yhhT_2		COG0628	Putative transport protein YhhT
OCMBFCID_03808	CDS	378				hypothetical protein
OCMBFCID_03809	CDS	1059	sfmM2	2.1.1.304		L-tyrosine C(3)-methyltransferase
OCMBFCID_03810	CDS	723				hypothetical protein
OCMBFCID_03811	CDS	840				hypothetical protein
OCMBFCID_03812	CDS	258	acpP_3			Acyl carrier protein
OCMBFCID_03813	CDS	252	acpP_4		COG0236	Acyl carrier protein
OCMBFCID_03814	CDS	582				hypothetical protein
OCMBFCID_03815	CDS	1362	yhfT	6.2.1.-	COG0318	putative acyl--CoA ligase YhfT
OCMBFCID_03816	CDS	354				hypothetical protein
OCMBFCID_03817	CDS	1677		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
OCMBFCID_03818	CDS	423		3.1.-.-	COG0824	Putative esterase
OCMBFCID_03819	CDS	606	lolA_2			Outer-membrane lipoprotein carrier protein
OCMBFCID_03820	CDS	2319				hypothetical protein
OCMBFCID_03821	CDS	585				hypothetical protein
OCMBFCID_03822	CDS	1170	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
OCMBFCID_03823	CDS	465				hypothetical protein
OCMBFCID_03824	CDS	732	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OCMBFCID_03825	CDS	1230	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
OCMBFCID_03826	CDS	588	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
OCMBFCID_03827	CDS	177				hypothetical protein
OCMBFCID_03828	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
OCMBFCID_03829	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
OCMBFCID_03830	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
OCMBFCID_03831	CDS	765	nikD	3.6.3.24		Nickel import ATP-binding protein NikD
OCMBFCID_03832	CDS	807	nikE	3.6.3.24		Nickel import ATP-binding protein NikE
OCMBFCID_03833	CDS	402	nikR		COG0864	Nickel-responsive regulator
OCMBFCID_03834	CDS	747	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
OCMBFCID_03835	CDS	474	manR		COG1762	Transcriptional regulator ManR
OCMBFCID_03836	CDS	282	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
OCMBFCID_03837	CDS	1359	gatC_2		COG3775	PTS system galactitol-specific EIIC component
OCMBFCID_03838	CDS	1509	xylB_1	2.7.1.17	COG1070	Xylulose kinase
OCMBFCID_03839	CDS	270	ptsH_2		COG1925	Phosphocarrier protein HPr
OCMBFCID_03840	CDS	852	kbaY_2	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
OCMBFCID_03841	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
OCMBFCID_03842	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
OCMBFCID_03843	CDS	1068				hypothetical protein
OCMBFCID_03844	CDS	1623				hypothetical protein
OCMBFCID_03845	CDS	1590				hypothetical protein
OCMBFCID_03846	CDS	1053	yhiM			Inner membrane protein YhiM
OCMBFCID_03847	CDS	1203			COG2081	putative protein
OCMBFCID_03848	CDS	1500	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
OCMBFCID_03849	CDS	336	uspB			Universal stress protein B
OCMBFCID_03850	CDS	435	uspA		COG0589	Universal stress protein A
OCMBFCID_03851	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
OCMBFCID_03852	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
OCMBFCID_03853	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
OCMBFCID_03854	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
OCMBFCID_03855	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
OCMBFCID_03856	CDS	174				hypothetical protein
OCMBFCID_03857	CDS	354	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
OCMBFCID_03858	CDS	363	arsD			Arsenical resistance operon trans-acting repressor ArsD
OCMBFCID_03859	CDS	1752	arsA	3.6.3.16		Arsenical pump-driving ATPase
OCMBFCID_03860	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
OCMBFCID_03861	CDS	426	arsC	1.20.4.1		Arsenate reductase
OCMBFCID_03862	CDS	297	ygaV_2		COG0640	putative HTH-type transcriptional regulator YgaV
OCMBFCID_03863	CDS	1002				hypothetical protein
OCMBFCID_03864	CDS	1224				hypothetical protein
OCMBFCID_03865	CDS	567	slp_2		COG3065	Outer membrane protein slp
OCMBFCID_03866	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
OCMBFCID_03867	CDS	1029	hemS		COG3720	Hemin transport protein HemS
OCMBFCID_03868	CDS	1983	hemR_1		COG1629	Hemin receptor
OCMBFCID_03869	CDS	915	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
OCMBFCID_03870	CDS	1338				Oxygen-independent coproporphyrinogen-III oxidase-like protein
OCMBFCID_03871	CDS	495				hypothetical protein
OCMBFCID_03872	CDS	624				hypothetical protein
OCMBFCID_03873	CDS	957	hmuU		COG0609	Hemin transport system permease protein HmuU
OCMBFCID_03874	CDS	771	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
OCMBFCID_03875	CDS	576	sapB_2		COG1285	Protein SapB
OCMBFCID_03876	CDS	339	hdeB			Acid stress chaperone HdeB
OCMBFCID_03877	CDS	333	hdeA			Acid stress chaperone HdeA
OCMBFCID_03878	CDS	573	hdeD		COG3247	Protein HdeD
OCMBFCID_03879	CDS	528	gadE			Transcriptional regulator GadE
OCMBFCID_03880	CDS	279				hypothetical protein
OCMBFCID_03881	CDS	1158	mdtE			Multidrug resistance protein MdtE
OCMBFCID_03882	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
OCMBFCID_03883	CDS	282				hypothetical protein
OCMBFCID_03884	CDS	729	gadW_2			HTH-type transcriptional regulator GadW
OCMBFCID_03885	CDS	825	gadX_2			HTH-type transcriptional regulator GadX
OCMBFCID_03886	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
OCMBFCID_03887	CDS	1398	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
OCMBFCID_03888	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
OCMBFCID_03889	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
OCMBFCID_03890	CDS	972	dmlR_6			HTH-type transcriptional regulator DmlR
OCMBFCID_03891	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
OCMBFCID_03892	CDS	1323	yhjE_2			Inner membrane metabolite transport protein YhjE
OCMBFCID_03893	CDS	2061				hypothetical protein
OCMBFCID_03894	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
OCMBFCID_03895	CDS	930	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
OCMBFCID_03896	CDS	981				hypothetical protein
OCMBFCID_03897	CDS	408				hypothetical protein
OCMBFCID_03898	CDS	303				hypothetical protein
OCMBFCID_03899	CDS	480				hypothetical protein
OCMBFCID_03900	CDS	255				hypothetical protein
OCMBFCID_03901	CDS	426				hypothetical protein
OCMBFCID_03902	CDS	1497	yhjJ_2		COG0612	Protein YhjJ
OCMBFCID_03903	CDS	1287	dctA_2		COG1301	Aerobic C4-dicarboxylate transport protein
OCMBFCID_03904	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
OCMBFCID_03905	CDS	2235	bcsC_1		COG0457	Cellulose synthase operon protein C
OCMBFCID_03906	CDS	1197	bcsC_2		COG0457	Cellulose synthase operon protein C
OCMBFCID_03907	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
OCMBFCID_03908	CDS	2304	bcsB			Cyclic di-GMP-binding protein
OCMBFCID_03909	CDS	2262	bcsA_1	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
OCMBFCID_03910	CDS	270	bcsA_2	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
OCMBFCID_03911	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
OCMBFCID_03912	CDS	189	yhjR			Protein YhjR
OCMBFCID_03913	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
OCMBFCID_03914	CDS	192				hypothetical protein
OCMBFCID_03915	CDS	1680				hypothetical protein
OCMBFCID_03916	CDS	108	ldrD_1			Small toxic polypeptide LdrD
OCMBFCID_03917	CDS	108	ldrD_2			Small toxic polypeptide LdrD
OCMBFCID_03918	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
OCMBFCID_03919	CDS	1005	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
OCMBFCID_03920	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
OCMBFCID_03921	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
OCMBFCID_03922	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
OCMBFCID_03923	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
OCMBFCID_03924	CDS	603				hypothetical protein
OCMBFCID_03925	CDS	174				hypothetical protein
OCMBFCID_03926	tRNA	77				tRNA-Pro(cgg)
OCMBFCID_03927	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
OCMBFCID_03928	CDS	1209	yhjX			putative MFS-type transporter YhjX
OCMBFCID_03929	CDS	699	lip-1	3.1.1.3		Lipase 1
OCMBFCID_03930	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
OCMBFCID_03931	CDS	441	yjaB_1	2.3.1.-	COG0454	putative N-acetyltransferase YjaB
OCMBFCID_03932	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
OCMBFCID_03933	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
OCMBFCID_03934	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
OCMBFCID_03935	CDS	711				hypothetical protein
OCMBFCID_03936	CDS	291				hypothetical protein
OCMBFCID_03937	CDS	213	cspA		COG1278	Cold shock protein CspA
OCMBFCID_03938	CDS	213	hokA_4			Protein HokA
OCMBFCID_03939	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
OCMBFCID_03940	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
OCMBFCID_03941	CDS	309				hypothetical protein
OCMBFCID_03942	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
OCMBFCID_03943	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
OCMBFCID_03944	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
OCMBFCID_03945	CDS	1455	xylB_2	2.7.1.17	COG1070	Xylulose kinase
OCMBFCID_03946	CDS	1323	xylA	5.3.1.5		Xylose isomerase
OCMBFCID_03947	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
OCMBFCID_03948	CDS	1542	xylG	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
OCMBFCID_03949	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
OCMBFCID_03950	CDS	1179	xylR			Xylose operon regulatory protein
OCMBFCID_03951	CDS	825				hypothetical protein
OCMBFCID_03952	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
OCMBFCID_03953	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
OCMBFCID_03954	CDS	474	hyfA_5	1.-.-.-	COG1142	Hydrogenase-4 component A
OCMBFCID_03955	CDS	849	yiaJ_2		COG1414	DNA-binding transcriptional repressor YiaJ
OCMBFCID_03956	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
OCMBFCID_03957	CDS	468	yhcH_2		COG2731	putative protein YhcH
OCMBFCID_03958	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
OCMBFCID_03959	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
OCMBFCID_03960	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
OCMBFCID_03961	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
OCMBFCID_03962	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
OCMBFCID_03963	CDS	861	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
OCMBFCID_03964	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
OCMBFCID_03965	CDS	816	rhaR_2			HTH-type transcriptional activator RhaR
OCMBFCID_03966	CDS	1401	yicJ_1		COG2211	Inner membrane symporter YicJ
OCMBFCID_03967	CDS	1965	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
OCMBFCID_03968	CDS	411				hypothetical protein
OCMBFCID_03969	CDS	186				hypothetical protein
OCMBFCID_03970	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
OCMBFCID_03971	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
OCMBFCID_03972	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
OCMBFCID_03973	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
OCMBFCID_03974	CDS	609	yibF		COG0625	putative GST-like protein YibF
OCMBFCID_03975	CDS	1137	yibH		COG1566	Inner membrane protein YibH
OCMBFCID_03976	CDS	363	yiaW			Inner membrane protein YiaW
OCMBFCID_03977	CDS	1914	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
OCMBFCID_03978	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
OCMBFCID_03979	CDS	588	mtlR		COG3722	Mannitol operon repressor
OCMBFCID_03980	CDS	210				hypothetical protein
OCMBFCID_03981	CDS	363	yibL			putative protein YibL
OCMBFCID_03982	CDS	684	sadB			Inner membrane lipoprotein SadB
OCMBFCID_03983	CDS	3984	upaG			Autotransporter adhesin UpaG
OCMBFCID_03984	CDS	1656	lldP		COG1620	L-lactate permease
OCMBFCID_03985	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
OCMBFCID_03986	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
OCMBFCID_03987	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
OCMBFCID_03988	CDS	603				hypothetical protein
OCMBFCID_03989	CDS	522				hypothetical protein
OCMBFCID_03990	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
OCMBFCID_03991	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
OCMBFCID_03992	CDS	468	secB		COG1952	Protein-export protein SecB
OCMBFCID_03993	CDS	252	grxC		COG0695	Glutaredoxin 3
OCMBFCID_03994	CDS	432	yibN		COG0607	putative protein YibN
OCMBFCID_03995	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
OCMBFCID_03996	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
OCMBFCID_03997	CDS	960			COG2861	putative protein
OCMBFCID_03998	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
OCMBFCID_03999	CDS	1026	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
OCMBFCID_04000	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
OCMBFCID_04001	CDS	873	htrL			Protein HtrL
OCMBFCID_04002	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
OCMBFCID_04003	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
OCMBFCID_04004	CDS	993	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
OCMBFCID_04005	CDS	1209				hypothetical protein
OCMBFCID_04006	CDS	1143	cotSA	2.4.-.-	COG0438	Spore coat protein SA
OCMBFCID_04007	CDS	1014	gspA_1		COG1442	General stress protein A
OCMBFCID_04008	CDS	708	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
OCMBFCID_04009	CDS	1008	gspA_2		COG1442	General stress protein A
OCMBFCID_04010	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
OCMBFCID_04011	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
OCMBFCID_04012	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
OCMBFCID_04013	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
OCMBFCID_04014	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
OCMBFCID_04015	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
OCMBFCID_04016	CDS	168	rpmG		COG0267	50S ribosomal protein L33
OCMBFCID_04017	CDS	237	rpmB		COG0227	50S ribosomal protein L28
OCMBFCID_04018	CDS	669				hypothetical protein
OCMBFCID_04019	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
OCMBFCID_04020	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
OCMBFCID_04021	CDS	597	slmA			Nucleoid occlusion factor SlmA
OCMBFCID_04022	CDS	642	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
OCMBFCID_04023	CDS	717	rph	2.7.7.56		Ribonuclease PH
OCMBFCID_04024	CDS	864				hypothetical protein
OCMBFCID_04025	CDS	825				hypothetical protein
OCMBFCID_04026	CDS	618				hypothetical protein
OCMBFCID_04027	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
OCMBFCID_04028	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
OCMBFCID_04029	CDS	276	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
OCMBFCID_04030	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
OCMBFCID_04031	CDS	657	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
OCMBFCID_04032	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
OCMBFCID_04033	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
OCMBFCID_04034	CDS	1392	xanP		COG2233	Xanthine permease XanP
OCMBFCID_04035	CDS	1710				hypothetical protein
OCMBFCID_04036	CDS	1098	yicI_1	3.2.1.177	COG1501	Alpha-xylosidase
OCMBFCID_04037	CDS	1329				hypothetical protein
OCMBFCID_04038	CDS	1155	yicI_2	3.2.1.177	COG1501	Alpha-xylosidase
OCMBFCID_04039	CDS	1383	yicJ_2		COG2211	Inner membrane symporter YicJ
OCMBFCID_04040	tRNA	95				tRNA-SeC(tca)
OCMBFCID_04041	CDS	1185	setC			Sugar efflux transporter C
OCMBFCID_04042	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
OCMBFCID_04043	CDS	819	nlpA		COG1464	Lipoprotein 28
OCMBFCID_04044	CDS	294				hypothetical protein
OCMBFCID_04045	CDS	498	sicA_2		COG0457	Chaperone protein SicA
OCMBFCID_04046	CDS	1782	ipaB			Invasin IpaB
OCMBFCID_04047	CDS	1152				hypothetical protein
OCMBFCID_04048	CDS	1350	sipD			Cell invasion protein SipD
OCMBFCID_04049	CDS	1698	hilA_2		COG0457	Transcriptional regulator HilA
OCMBFCID_04050	CDS	8511				Invasin
OCMBFCID_04051	CDS	1317	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
OCMBFCID_04052	CDS	360				hypothetical protein
OCMBFCID_04053	CDS	324	higA-2		COG2944	Antitoxin HigA-2
OCMBFCID_04054	CDS	453				hypothetical protein
OCMBFCID_04055	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
OCMBFCID_04056	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
OCMBFCID_04057	CDS	459				hypothetical protein
OCMBFCID_04058	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
OCMBFCID_04059	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
OCMBFCID_04060	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
OCMBFCID_04061	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
OCMBFCID_04062	CDS	1470				hypothetical protein
OCMBFCID_04063	CDS	1296				hypothetical protein
OCMBFCID_04064	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
OCMBFCID_04065	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
OCMBFCID_04066	CDS	90	tisB			Small toxic protein TisB
OCMBFCID_04067	CDS	1185	emrD			Multidrug resistance protein D
OCMBFCID_04068	CDS	498	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
OCMBFCID_04069	CDS	363	yidG			Inner membrane protein YidG
OCMBFCID_04070	CDS	348	yidH		COG2149	Inner membrane protein YidH
OCMBFCID_04071	CDS	450	yidI			Inner membrane protein YidI
OCMBFCID_04072	CDS	1494	betC_2	3.1.6.6	COG3119	Choline-sulfatase
OCMBFCID_04073	CDS	1716	yidK		COG4146	putative symporter YidK
OCMBFCID_04074	CDS	894	cdhR		COG4977	HTH-type transcriptional regulator CdhR
OCMBFCID_04075	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
OCMBFCID_04076	CDS	1617	malP_3		COG1263	PTS system maltose-specific EIICB component
OCMBFCID_04077	CDS	717	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
OCMBFCID_04078	CDS	1662	aspT_2			Aspartate/alanine antiporter
OCMBFCID_04079	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
OCMBFCID_04080	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
OCMBFCID_04081	CDS	261				hypothetical protein
OCMBFCID_04082	CDS	1215				hypothetical protein
OCMBFCID_04083	CDS	1101	cbrA		COG0644	Protein CbrA
OCMBFCID_04084	CDS	1293	dgoT			D-galactonate transporter
OCMBFCID_04085	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
OCMBFCID_04086	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
OCMBFCID_04087	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
OCMBFCID_04088	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
OCMBFCID_04089	CDS	657				hypothetical protein
