# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	4863195	4866974	+	DBOHML_04859	2189.0	0.0	1.0	1.0	0.862	BlastRules:WP_000060815
contig_1	cds	4866977	4867318	+	DBOHML_04860	155.0	4.0e-48	0.982	0.822	0.613	UniRef:UniRef50_D2TN58
contig_1	cds	4867698	4868228	-	DBOHML_04861	286.0	3.6e-98	0.977	0.905	0.779	UniRef:UniRef50_P57190
contig_1	cds	4868538	4869494	+	DBOHML_04862	603.0	2.4e-221	1.0	1.0	0.994	BlastRules:WP_000265913
contig_1	ncRNA	4869523	4869601	+	DBOHML_04863	67.2	1.5e-09	-	-	-	RFAM:RF02564
contig_1	cds	4869804	4871306	+	DBOHML_04864	873.0	0.0	0.934	0.815	0.974	UniRef:UniRef50_Q6BEX0
contig_1	cds	4871320	4872342	+	DBOHML_04865	368.0	5.5e-125	0.935	0.859	0.654	UniRef:UniRef50_P39328
contig_1	cds	4872329	4873324	+	DBOHML_04866	519.0	5.9e-185	0.985	0.924	0.837	UniRef:UniRef50_A0A0W8JJU0
contig_1	cds	4873357	4874355	-	DBOHML_04867	564.0	7.5e-204	0.855	0.966	0.975	UniRef:UniRef50_A0A920B7K1
contig_1	cds	4874531	4875904	+	DBOHML_04868	754.0	2.8e-273	0.991	0.902	0.804	UniRef:UniRef50_P37773
contig_1	ncRNA	4875929	4876006	+	DBOHML_04869	79.3	9.1e-12	-	-	-	RFAM:RF02564
contig_1	cds	4876055	4876606	-	DBOHML_04870	162.0	5.0e-49	0.858	0.849	0.567	UniRef:UniRef50_D3V5K3
contig_1	cds	4876700	4878052	+	DBOHML_04871	835.0	1.4e-305	0.980	0.866	0.957	UniRef:UniRef50_P0AFK0
contig_1	cds	4878235	4878621	+	DBOHML_04872	165.0	3.3e-52	0.828	1.0	0.849	UniRef:UniRef50_A0A377UU91
contig_1	cds	4878666	4879130	-	DBOHML_04873	229.0	4.4e-76	1.0	0.880	0.643	UniRef:UniRef50_A0A5W0MXC9
contig_1	cds	4879288	4881426	-	DBOHML_04874	1135.0	0.0	1.065	1.001	0.740	UniRef:UniRef50_A0A198FRE1
contig_1	cds	4881820	4883475	-	DBOHML_04875	1175.0	0.0	1.0	0.918	0.993	UniRef:UniRef50_P28904
contig_1	cds	4883525	4884946	-	DBOHML_04876	646.0	2.1e-230	0.994	0.916	0.685	UniRef:UniRef50_P36672
contig_1	cds	4885065	4886012	-	DBOHML_04877	543.0	1.6e-194	1.0	0.847	0.867	UniRef:UniRef50_P36673
contig_1	ncRNA-region	4886182	4886297	+	-	125.9	8.6e-21	-	-	-	RFAM:RF01056
contig_1	cds	4886391	4889087	+	DBOHML_04878	1738.0	0.0	1.040	1.0	0.961	UniRef:UniRef50_A0A085G1Q5
contig_1	cds	4889293	4889679	-	DBOHML_04879	232.0	1.6e-80	1.0	1.0	0.938	BlastRules:WP_000047544
contig_1	cds	4889752	4890213	-	DBOHML_04880	268.0	5.9e-92	1.0	1.0	0.843	UniRef:UniRef50_Q328U1
contig_1	cds	4890226	4891161	-	DBOHML_04881	391.0	1.5e-134	0.994	0.813	0.608	UniRef:UniRef50_Q9KP66
contig_1	cds	4891580	4891975	-	DBOHML_04882	248.0	1.6e-84	0.908	0.821	1.0	UniRef:UniRef50_F4GQR7
contig_1	cds	4892106	4892819	-	DBOHML_04883	278.0	1.0e-92	0.987	0.824	0.598	UniRef:UniRef50_A0A177GCP5
contig_1	cds	4892890	4893483	+	DBOHML_04884	197.0	2.0e-62	0.949	0.850	0.551	UniRef:UniRef50_G9ZWL4
contig_1	cds	4893628	4894080	+	DBOHML_04885	307.0	1.1e-109	1.0	1.0	0.993	BlastRules:WP_000583469
contig_1	cds	4894202	4895176	+	DBOHML_04886	483.0	1.1e-171	0.944	0.971	0.873	UniRef:UniRef50_A0A2X2K4W4
contig_1	cds	4895192	4895545	+	DBOHML_04887	-	-	-	-	-	-
contig_1	cds	4895532	4895762	+	DBOHML_04888	-	-	-	-	-	-
contig_1	cds	4895863	4896867	-	DBOHML_04889	632.0	9.6e-229	1.0	0.831	0.946	UniRef:UniRef50_P04391
contig_1	cds	4897029	4897445	+	DBOHML_04890	186.0	6.8e-60	1.043	1.0	0.681	UniRef:UniRef50_Q6LUW5
contig_1	cds	4897491	4897994	-	DBOHML_04891	213.0	2.5e-69	0.994	0.806	0.614	UniRef:UniRef50_P39337
contig_1	cds	4898187	4899383	+	DBOHML_04892	728.0	1.8e-265	0.965	0.901	0.987	UniRef:UniRef50_P39338
contig_1	cds	4899439	4902294	-	DBOHML_04893	1622.0	0.0	1.0	0.850	0.828	UniRef:UniRef50_P07118
contig_1	cds	4902294	4902737	-	DBOHML_04894	278.0	8.9e-96	1.0	0.865	0.918	UniRef:UniRef50_Q6DA53
contig_1	ncRNA	4902843	4902918	+	DBOHML_04895	76.4	3.1e-11	-	-	-	RFAM:RF02564
contig_1	cds	4902993	4904504	-	DBOHML_04896	899.0	0.0	1.060	1.0	0.846	UniRef:UniRef50_Q2NR41
contig_1	ncRNA	4903752	4903946	+	DBOHML_04897	181.1	2.9e-28	-	-	-	RFAM:RF02850
contig_1	cds	4904771	4905871	+	DBOHML_04898	508.0	5.7e-179	1.191	1.0	0.642	UniRef:UniRef50_P0AF98
contig_1	cds	4905871	4906953	+	DBOHML_04899	685.0	1.2e-249	0.997	0.916	0.997	UniRef:UniRef50_P0ADC6
contig_1	cds	4907114	4908616	-	DBOHML_04900	965.0	0.0	0.994	0.886	0.986	UniRef:UniRef50_P39342
contig_1	cds	4908694	4909692	-	DBOHML_04901	653.0	1.6e-240	1.0	1.0	1.0	BlastRules:WP_001309159
contig_1	cds	4909759	4911078	-	DBOHML_04902	810.0	4.2e-299	1.0	1.0	1.0	BlastRules:WP_001128335
contig_1	cds	4911140	4911904	-	DBOHML_04903	296.0	2.1e-99	0.992	0.884	0.548	UniRef:UniRef50_Q3IVC8
contig_1	cds	4911928	4912959	-	DBOHML_04904	697.0	2.2e-257	1.0	1.0	1.0	BlastRules:WP_001197411
contig_1	cds	4913176	4913739	+	DBOHML_04905	359.0	7.4e-127	0.979	0.938	0.984	UniRef:UniRef50_P39208
contig_1	cds	4913743	4914762	-	DBOHML_04906	686.0	3.0e-253	1.0	1.0	1.0	BlastRules:WP_001309160
contig_1	tRNA	4914958	4915042	+	DBOHML_04907	79.3	-	-	-	-	-
contig_1	cds	4915080	4915274	+	DBOHML_04908	-	-	-	-	-	-
contig_1	cds	4915303	4916493	+	DBOHML_04909	651.0	2.6e-236	0.836	0.951	0.985	UniRef:UniRef50_A0A3S4GT40
contig_1	cds	4917260	4917703	-	DBOHML_04910	-	-	-	-	-	-
contig_1	cds	4917744	4918916	+	DBOHML_04911	777.0	1.7e-287	1.0	1.0	0.992	IS:IS21
contig_1	cds	4918916	4919713	+	DBOHML_04912	514.0	6.5e-188	1.0	1.0	1.0	BlastRules:WP_000544830
contig_1	cds	4919784	4920143	-	DBOHML_04913	-	-	-	-	-	-
contig_1	cds	4921455	4922783	-	DBOHML_04914	896.0	0.0	1.0	1.0	1.0	IS:IS4
contig_1	cds	4923410	4924627	+	DBOHML_04915	476.0	1.6e-165	1.007	0.927	0.578	UniRef:UniRef50_P39352
contig_1	cds	4924639	4925757	+	DBOHML_04916	433.0	1.8e-149	0.978	0.881	0.577	UniRef:UniRef50_P39353
contig_1	cds	4925800	4925925	+	DBOHML_04917	-	-	-	-	-	-
contig_1	cds	4925978	4926328	-	DBOHML_04918	242.0	1.4e-82	1.0	0.885	1.0	UniRef:UniRef50_A0AAN1M9J0
contig_1	cds	4926549	4926821	+	DBOHML_04919	149.0	9.1e-47	0.978	0.822	0.909	UniRef:UniRef50_A0A379SA15
contig_1	cds	4927063	4927716	+	DBOHML_04920	395.0	2.1e-140	0.862	0.886	0.984	UniRef:UniRef50_A0A9W6NIJ3
contig_1	cds	4927651	4928064	-	DBOHML_04921	248.0	1.2e-84	1.0	0.979	1.0	UniRef:UniRef50_A0A024L8N6
contig_1	cds	4928024	4928182	-	DBOHML_04922	110.0	1.4e-32	0.981	0.981	0.980	UniRef:UniRef50_A0A3R0MUI4
contig_1	cds	4928127	4930124	-	DBOHML_04923	1233.0	0.0	0.964	0.818	0.998	UniRef:UniRef50_Q6F754
contig_1	cds	4930278	4931096	-	DBOHML_04924	516.0	1.5e-185	1.0	0.895	0.934	UniRef:UniRef50_P16940
contig_1	cds	4931181	4932332	-	DBOHML_04925	760.0	3.5e-281	1.0	1.0	1.0	IS:IS30
contig_1	cds	4932289	4932657	-	DBOHML_04926	233.0	3.1e-79	1.0	1.0	0.984	UniRef:UniRef50_A0A2X6G8U3
contig_1	cds	4932856	4933269	+	DBOHML_04927	220.0	1.9e-73	0.832	0.844	0.912	UniRef:UniRef50_I6CPI8
contig_1	cds	4933266	4933508	+	DBOHML_04928	162.0	3.4e-52	0.988	0.868	0.924	UniRef:UniRef50_I2B5M1
contig_1	cds	4933591	4933848	+	DBOHML_04929	181.0	2.2e-59	1.0	0.810	0.965	UniRef:UniRef50_A0A8T5YHT8
contig_1	cds	4934405	4935172	-	DBOHML_04930	347.0	1.5e-119	1.0	0.917	0.678	UniRef:UniRef50_P15031
contig_1	cds	4935173	4936129	-	DBOHML_04931	304.0	7.1e-101	0.994	0.949	0.503	UniRef:UniRef50_Q9CPB9
contig_1	cds	4936126	4937124	-	DBOHML_04932	432.0	7.7e-151	1.012	0.974	0.702	UniRef:UniRef50_P15030
contig_1	cds	4937121	4938023	-	DBOHML_04933	572.0	1.9e-209	1.0	1.0	1.0	BlastRules:WP_000879155
contig_1	cds	4938068	4940392	-	DBOHML_04934	1573.0	0.0	1.0	1.0	1.0	BlastRules:WP_000188283
contig_1	cds	4940479	4941432	-	DBOHML_04935	485.0	4.8e-172	0.997	0.911	0.756	UniRef:UniRef50_P23485
contig_1	cds	4941429	4941950	-	DBOHML_04936	338.0	5.4e-121	1.0	1.0	1.0	BlastRules:WP_001283626
contig_1	cds	4942436	4942729	+	DBOHML_04937	188.0	5.6e-62	0.969	0.839	0.947	UniRef:UniRef50_A0A3G8EUU7
contig_1	cds	4942730	4942939	+	DBOHML_04938	137.0	7.6e-43	0.986	0.919	0.985	UniRef:UniRef50_Q32ER2
contig_1	cds	4943467	4943577	-	DBOHML_04939	-	-	-	-	-	-
contig_1	cds	4943701	4943958	+	DBOHML_04940	167.0	3.9e-54	1.0	0.859	0.988	UniRef:UniRef50_F5NR41
contig_1	cds	4944691	4946049	+	DBOHML_04941	570.0	1.4e-201	0.980	0.957	0.650	UniRef:UniRef50_C4LCL5
contig_1	cds	4946288	4947673	-	DBOHML_04942	909.0	0.0	1.0	1.0	0.991	UniRef:UniRef50_A0A2X1JB23
contig_1	cds	4947723	4948070	-	DBOHML_04943	221.0	2.2e-74	1.209	1.0	0.827	UniRef:UniRef50_Q3YYX2
contig_1	cds	4948067	4948447	-	DBOHML_04944	244.0	7.1e-83	1.0	0.840	0.960	UniRef:UniRef50_A0AAN5ZLX6
contig_1	cds	4948566	4948802	-	DBOHML_04945	129.0	3.4e-39	1.0	0.929	0.846	UniRef:UniRef50_A0A0E2KXY2
contig_1	cds	4948802	4949236	-	DBOHML_04946	322.0	2.5e-113	1.0	0.832	1.0	UniRef:UniRef50_Q5K5T4
contig_1	cds	4949224	4949625	-	DBOHML_04947	273.0	4.9e-94	1.203	1.0	0.806	UniRef:UniRef50_Q5K5T3
contig_1	cds	4949885	4950454	-	DBOHML_04948	386.0	5.1e-137	0.974	0.852	0.978	UniRef:UniRef50_A0A0L1AJN2
contig_1	cds	4950654	4950854	+	DBOHML_04949	79.3	8.2e-20	0.970	0.985	0.672	UniRef:UniRef50_A0A0K4LBB9
contig_1	cds	4951978	4952184	+	DBOHML_04950	120.0	5.6e-36	1.0	1.079	0.897	UniRef:UniRef50_A0A379T1T8
contig_1	cds	4952279	4952881	+	DBOHML_04951	407.0	1.5e-144	1.0	0.803	0.980	UniRef:UniRef50_Q5K5T0
contig_1	cds	4953203	4954687	-	DBOHML_04952	962.0	0.0	1.0	0.956	1.0	UniRef:UniRef50_F4T7M1
contig_1	cds	4955918	4956790	+	DBOHML_04953	543.0	4.6e-195	1.228	1.0	0.806	UniRef:UniRef50_A0A0H2V1W7
contig_1	cds	4957162	4960281	+	DBOHML_04954	1450.0	0.0	1.0	1.0	0.924	BlastRules:WP_000820410
contig_1	cds	4960352	4960510	+	DBOHML_04955	93.2	1.2e-25	0.942	0.831	0.898	UniRef:UniRef50_A0A2T3TKD5
contig_1	cds	4960665	4961483	+	DBOHML_04956	526.0	6.5e-190	1.092	1.0	0.889	UniRef:UniRef50_A0A244EIE8
contig_1	cds	4961825	4962298	+	DBOHML_04957	314.0	1.9e-109	1.287	1.0	0.772	UniRef:UniRef50_Q5K5L7
contig_1	cds	4962314	4962790	+	DBOHML_04958	275.0	7.2e-95	1.0	1.082	0.899	UniRef:UniRef50_A0A6N6WNI2
contig_1	cds	4962853	4963074	+	DBOHML_04959	150.0	1.3e-47	1.0	0.811	0.973	UniRef:UniRef50_Q9XB42
contig_1	cds	4963074	4963187	+	DBOHML_04960	80.9	3.1e-21	1.0	0.974	1.0	UniRef:UniRef50_A0AA36PCR9
contig_1	cds	4963237	4963605	+	DBOHML_04961	242.0	1.9e-82	1.0	0.859	0.902	UniRef:UniRef50_A0A0H2VF42
contig_1	cds	4964533	4965792	+	DBOHML_04962	849.0	1.9e-312	1.0	0.915	0.998	UniRef:UniRef50_B7MMH5
contig_1	cds	4965802	4966917	+	DBOHML_04963	749.0	9.3e-275	0.981	0.910	1.0	UniRef:UniRef50_B7MMH6
contig_1	cds	4966948	4967589	+	DBOHML_04964	427.0	1.1e-152	0.995	0.926	1.0	UniRef:UniRef50_A0A2N8ZCY9
contig_1	cds	4967693	4968697	+	DBOHML_04965	356.0	1.1e-120	0.991	0.919	0.541	UniRef:UniRef50_A0A0F5IWT2
contig_1	cds	4968738	4969724	-	DBOHML_04966	609.0	8.3e-221	0.994	0.950	0.966	UniRef:UniRef50_P39356
contig_1	cds	4970071	4971420	-	DBOHML_04967	436.0	1.1e-148	0.993	0.985	0.525	UniRef:UniRef50_B9DL43
contig_1	cds	4971527	4973494	-	DBOHML_04968	1295.0	0.0	1.0	1.0	1.0	BlastRules:WP_000116326
contig_1	cds	4973505	4974464	-	DBOHML_04969	345.0	9.0e-117	0.909	0.845	0.586	UniRef:UniRef50_P75682
contig_1	cds	4974415	4975203	-	DBOHML_04970	386.0	1.4e-134	0.996	0.897	0.690	UniRef:UniRef50_P39360
contig_1	cds	4975506	4976288	-	DBOHML_04971	503.0	3.9e-181	0.969	0.906	1.0	UniRef:UniRef50_P39361
contig_1	cds	4976305	4976937	-	DBOHML_04972	414.0	1.6e-147	1.062	1.0	0.937	UniRef:UniRef50_P39362
contig_1	cds	4976949	4977380	-	DBOHML_04973	291.0	3.1e-101	0.979	0.897	1.0	UniRef:UniRef50_P39363
contig_1	cds	4977511	4978317	-	DBOHML_04974	539.0	2.0e-197	1.0	1.0	1.0	BlastRules:WP_000118626
contig_1	cds	4978330	4979643	-	DBOHML_04975	503.0	1.4e-175	0.995	0.962	0.582	UniRef:UniRef50_P39365
contig_1	cds	4979655	4979933	-	DBOHML_04976	150.0	5.0e-47	1.0	0.958	0.761	UniRef:UniRef50_P58035
contig_1	cds	4979930	4981051	-	DBOHML_04977	741.0	1.7e-271	1.0	0.974	0.997	UniRef:UniRef50_P39366
contig_1	cds	4981837	4982583	-	DBOHML_04978	390.0	4.5e-137	1.0	0.976	0.754	UniRef:UniRef50_A0A2X2BIQ1
contig_1	cds	4982639	4983184	-	DBOHML_04979	365.0	3.0e-129	0.983	0.962	0.994	UniRef:UniRef50_P39368
contig_1	cds	4983196	4983453	-	DBOHML_04980	106.0	4.5e-30	0.988	0.988	0.631	UniRef:UniRef50_N8ZYQ3
contig_1	cds	4984415	4985431	+	DBOHML_04981	512.0	9.1e-182	1.0	0.880	0.754	UniRef:UniRef50_A0A3F3NZU4
contig_1	cds	4985618	4986598	+	DBOHML_04982	645.0	1.5e-237	1.0	1.0	0.994	IS:IS5
contig_1	cds	4987213	4988193	-	DBOHML_04983	627.0	9.5e-228	1.0	0.908	0.890	UniRef:UniRef50_P39370
contig_1	cds	4988258	4989364	-	DBOHML_04984	751.0	4.9e-278	1.0	1.0	1.0	BlastRules:WP_001309184
contig_1	cds	4989384	4990100	-	DBOHML_04985	506.0	1.3e-185	1.0	1.0	1.0	BlastRules:WP_001295734
contig_1	cds	4991556	4992158	+	DBOHML_04986	418.0	5.7e-152	1.0	1.0	1.0	BlastRules:WP_000790583
contig_1	cds	4992636	4993232	+	DBOHML_04987	403.0	6.1e-146	1.0	1.0	1.0	BlastRules:WP_000044711
contig_1	cds	4993714	4994262	+	DBOHML_04988	297.0	1.1e-104	1.0	1.0	0.923	VFDB:VFG000873
contig_1	cds	4994420	4994866	+	DBOHML_04989	241.0	8.2e-81	1.0	0.818	0.750	UniRef:UniRef50_A0A448S925
contig_1	cds	4994903	4995628	+	DBOHML_04990	467.0	8.2e-170	1.0	1.0	0.992	BlastRules:WP_000066547
contig_1	cds	4995695	4998331	+	DBOHML_04991	1763.0	0.0	1.0	1.0	0.992	BlastRules:WP_000120946
contig_1	cds	4998341	4998871	+	DBOHML_04992	347.0	1.0e-124	1.0	1.0	1.0	BlastRules:WP_001244827
contig_1	cds	4998884	4999387	+	DBOHML_04993	313.0	2.0e-111	1.0	1.0	0.994	BlastRules:WP_000870592
contig_1	cds	4999407	5000309	+	DBOHML_04994	588.0	5.2e-216	1.0	1.0	1.0	BlastRules:WP_000832247
contig_1	cds	5000552	5001895	-	DBOHML_04995	675.0	1.9e-244	0.817	1.0	0.997	UniRef:UniRef50_A0A376RPM8
contig_1	cds	5002235	5003419	+	DBOHML_04996	616.0	8.2e-221	0.985	0.876	0.768	UniRef:UniRef50_P24215
contig_1	cds	5003500	5004960	+	DBOHML_04997	538.0	8.2e-188	0.981	0.946	0.570	UniRef:UniRef50_E0SMJ7
contig_1	cds	5005175	5005948	+	DBOHML_04998	258.0	9.5e-85	1.004	0.966	0.547	UniRef:UniRef50_W0HR05
contig_1	cds	5006089	5006919	-	DBOHML_04999	556.0	1.9e-201	1.072	1.0	0.932	UniRef:UniRef50_P39374
contig_1	cds	5007173	5007274	+	DBOHML_05000	-	-	-	-	-	-
contig_1	sorf	5007506	5007595	+	DBOHML_05001	60.5	1.6e-18	0.931	1.0	1.0	UniRef:UniRef50_P0DPC6
contig_1	cds	5007592	5007984	+	DBOHML_05002	200.0	1.2e-65	0.954	0.925	0.782	UniRef:UniRef50_P39375
contig_1	cds	5007977	5008888	-	DBOHML_05003	379.0	8.6e-132	0.997	1.208	0.669	UniRef:UniRef50_Q8X487
contig_1	cds	5008953	5010125	-	DBOHML_05004	769.0	3.3e-282	1.0	1.0	1.0	UniRef:UniRef50_P39377
contig_1	cds	5010138	5010599	-	DBOHML_05005	192.0	1.2e-61	1.196	0.989	0.607	UniRef:UniRef50_A8ADA5
contig_1	cds	5010596	5011279	-	DBOHML_05006	303.0	3.1e-104	0.802	0.989	0.868	UniRef:UniRef50_G5NM34
contig_1	cds	5011529	5012083	+	DBOHML_05007	363.0	4.4e-128	1.0	0.807	0.978	UniRef:UniRef50_P39380
contig_1	cds	5012096	5013274	-	DBOHML_05008	538.0	1.5e-191	0.898	1.0	0.861	UniRef:UniRef50_A0A659PVP4
contig_1	cds	5013342	5014313	-	DBOHML_05009	486.0	7.6e-173	0.966	1.010	0.865	UniRef:UniRef50_A0A9X0Q013
contig_1	cds	5014267	5014524	-	DBOHML_05010	170.0	3.8e-55	0.918	0.848	1.0	UniRef:UniRef50_P0DN74
contig_1	cds	5014521	5015288	-	DBOHML_05011	331.0	2.6e-113	0.980	0.933	0.684	UniRef:UniRef50_A0A1S8ND51
contig_1	cds	5015298	5016449	-	DBOHML_05012	595.0	1.0e-214	0.807	0.990	0.964	UniRef:UniRef50_A0A3P8KRI6
contig_1	cds	5016565	5017845	-	DBOHML_05013	636.0	1.0e-227	0.948	0.854	0.777	UniRef:UniRef50_P39385
contig_1	cds	5017886	5019118	-	DBOHML_05014	-	-	1.0	1.0	1.0	NCBIProtein:AAC77293.1
contig_1	cds	5019597	5020517	+	DBOHML_05015	539.0	2.4e-193	1.137	0.994	0.810	UniRef:UniRef50_B7NGZ6
contig_1	cds	5020761	5022173	-	DBOHML_05016	671.0	6.2e-241	0.828	0.837	0.812	UniRef:UniRef50_W1DK34
contig_1	cds	5022350	5022514	+	DBOHML_05017	55.5	1.3e-10	0.981	0.841	0.528	UniRef:UniRef50_P39390
contig_1	cds	5023013	5026303	+	DBOHML_05018	2173.0	0.0	1.0	1.0	0.982	BlastRules:WP_048814575
contig_1	cds	5026316	5027677	+	DBOHML_05019	734.0	1.4e-265	0.918	0.842	0.873	UniRef:UniRef50_A0A377ANT2
contig_1	cds	5027756	5032660	+	DBOHML_05020	3176.0	0.0	0.983	0.993	0.976	UniRef:UniRef50_A0A9Q7JY06
contig_1	cds	5032717	5033763	-	DBOHML_05021	711.0	9.1e-261	1.0	1.0	1.0	UniRef:UniRef50_P15006
contig_1	cds	5033763	5035160	-	DBOHML_05022	940.0	0.0	0.987	1.0	1.0	BlastRules:WP_000443951
contig_1	cds	5035304	5035645	-	DBOHML_05023	211.0	3.0e-70	1.0	0.856	0.956	UniRef:UniRef50_P39394
contig_1	ncRNA	5035640	5035716	+	DBOHML_05024	95.3	5.8e-17	-	-	-	RFAM:RF01809
contig_1	cds	5035873	5037267	-	DBOHML_05025	885.0	0.0	0.987	0.946	0.991	UniRef:UniRef50_P05719
contig_1	cds	5037264	5038853	-	DBOHML_05026	1068.0	0.0	1.0	1.0	0.998	BlastRules:WP_001063204
contig_1	cds	5039054	5042566	-	DBOHML_05027	1173.0	0.0	0.853	0.805	0.627	UniRef:UniRef50_P08956
contig_1	cds	5042754	5043668	+	DBOHML_05028	600.0	2.7e-220	1.0	1.0	0.997	BlastRules:WP_000217931
contig_1	cds	5043714	5044670	-	DBOHML_05029	422.0	5.7e-147	0.975	0.873	0.671	UniRef:UniRef50_P24203
contig_1	cds	5044681	5044884	-	DBOHML_05030	108.0	1.6e-31	1.0	1.0	0.731	UniRef:UniRef50_A0A151ULG1
contig_1	cds	5044934	5047084	-	DBOHML_05031	1407.0	0.0	1.0	1.0	0.996	BlastRules:WP_001299714
contig_1	cds	5047477	5047989	-	DBOHML_05032	261.0	2.7e-88	1.212	1.0	0.675	UniRef:UniRef50_Q48441
contig_1	cds	5048007	5049569	-	DBOHML_05033	934.0	0.0	1.0	1.0	0.850	UniRef:UniRef50_Q8RQQ0
contig_1	cds	5049820	5050710	-	DBOHML_05034	595.0	8.6e-217	1.0	1.0	0.990	UniRef:UniRef50_A0A024L854
contig_1	cds	5050720	5052096	-	DBOHML_05035	422.0	3.4e-143	0.934	0.955	0.514	UniRef:UniRef50_A0A379SYB7
contig_1	cds	5052271	5053059	-	DBOHML_05036	330.0	4.9e-113	0.958	0.937	0.669	UniRef:UniRef50_A0AA86GN07
contig_1	cds	5053070	5053873	-	DBOHML_05037	303.0	3.5e-102	0.966	0.966	0.609	UniRef:UniRef50_A0A7C7TDD5
contig_1	cds	5053941	5054321	-	DBOHML_05038	155.0	3.1e-48	1.056	1.0	0.534	UniRef:UniRef50_A0A0Q4MX92
contig_1	cds	5054331	5055182	-	DBOHML_05039	511.0	5.9e-184	1.0	0.990	0.859	UniRef:UniRef50_Q05353
contig_1	cds	5055184	5056650	-	DBOHML_05040	771.0	1.9e-280	0.818	0.887	0.960	UniRef:UniRef50_A0A379Y2E1
contig_1	cds	5056647	5057936	-	DBOHML_05041	681.0	9.4e-246	1.063	0.983	0.768	UniRef:UniRef50_Q9RPU5
contig_1	cds	5058208	5058654	+	DBOHML_05042	288.0	1.7e-99	1.0	0.846	1.0	UniRef:UniRef50_P62573
contig_1	cds	5058773	5060437	+	DBOHML_05043	650.0	2.4e-228	1.191	1.0	0.645	UniRef:UniRef50_P02942
contig_1	cds	5060486	5060956	-	DBOHML_05044	-	-	-	-	-	-
contig_1	cds	5061011	5061847	-	DBOHML_05045	-	-	-	-	-	-
contig_1	cds	5062062	5062976	-	DBOHML_05046	496.0	6.7e-177	0.980	0.949	0.842	UniRef:UniRef50_J6IDJ8
contig_1	cds	5063115	5064137	+	DBOHML_05047	679.0	2.5e-250	1.0	1.0	1.0	BlastRules:WP_000106030
contig_1	cds	5064277	5066568	-	DBOHML_05048	1033.0	0.0	0.987	0.905	0.664	UniRef:UniRef50_P39401
contig_1	cds	5066822	5067316	-	DBOHML_05049	174.0	1.8e-54	1.085	1.017	0.618	UniRef:UniRef50_P18390
contig_1	cds	5067365	5068102	-	DBOHML_05050	272.0	1.2e-90	0.992	0.972	0.564	UniRef:UniRef50_A0A170PBF8
contig_1	cds	5068105	5068644	-	DBOHML_05051	287.0	2.9e-98	0.939	0.836	0.815	UniRef:UniRef50_P0A8J2
contig_1	cds	5068751	5069224	-	DBOHML_05052	254.0	5.2e-86	0.987	0.917	0.845	UniRef:UniRef50_A0A0H3FQN0
contig_1	cds	5069215	5069985	-	DBOHML_05053	370.0	8.9e-129	0.984	0.933	0.738	UniRef:UniRef50_A0A2A2GYT9
contig_1	cds	5070604	5071329	+	DBOHML_05054	269.0	6.2e-89	0.959	0.828	0.628	UniRef:UniRef50_P0ADD8
contig_1	cds	5071287	5071964	+	DBOHML_05055	265.0	5.4e-88	0.978	0.894	0.636	UniRef:UniRef50_P39404
contig_1	cds	5072002	5072790	-	DBOHML_05056	514.0	1.0e-185	0.985	0.938	0.965	UniRef:UniRef50_P39405
contig_1	cds	5072931	5073167	+	DBOHML_05057	105.0	1.2e-29	0.974	0.962	0.618	UniRef:UniRef50_A0A285AY68
contig_1	tRNA	5073206	5073292	-	DBOHML_05058	67.1	-	-	-	-	-
contig_1	tRNA	5073327	5073413	-	DBOHML_05059	65.0	-	-	-	-	-
contig_1	tRNA	5073442	5073528	-	DBOHML_05060	67.1	-	-	-	-	-
contig_1	ncRNA	5073668	5073750	+	DBOHML_05061	65.2	3.3e-09	-	-	-	RFAM:RF02564
contig_1	ncRNA	5073779	5073861	+	DBOHML_05062	75.2	5.0e-11	-	-	-	RFAM:RF02564
contig_1	cds	5073907	5074938	-	DBOHML_05063	445.0	5.5e-155	0.991	0.872	0.656	UniRef:UniRef50_P39406
contig_1	cds	5075041	5075454	+	DBOHML_05064	160.0	1.0e-49	0.978	0.924	0.597	UniRef:UniRef50_A0A0T9T0P2
contig_1	cds	5075423	5075869	+	DBOHML_05065	173.0	2.5e-54	0.986	0.912	0.548	UniRef:UniRef50_A0A1B7JR35
contig_1	cds	5075884	5076561	+	DBOHML_05066	274.0	1.6e-91	0.987	0.838	0.586	UniRef:UniRef50_C9XUY8
contig_1	cds	5076652	5078241	+	DBOHML_05067	902.0	0.0	1.261	0.997	0.711	UniRef:UniRef50_P0A7I4
contig_1	cds	5078634	5079239	+	DBOHML_05068	201.0	5.4e-64	1.020	0.972	0.595	UniRef:UniRef50_A0A2X3EWA9
contig_1	cds	5079366	5079527	+	DBOHML_05069	97.1	4.3e-27	1.0	0.841	1.0	UniRef:UniRef50_A0A148H625
contig_1	cds	5079649	5080722	+	DBOHML_05070	601.0	4.9e-217	1.0	1.0	0.818	UniRef:UniRef50_A0A198F2U5
contig_1	cds	5080719	5081498	+	DBOHML_05071	399.0	3.4e-141	0.803	0.981	0.966	UniRef:UniRef50_A0A379TGC1
