locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNIJKLNN_04111	CDS	1248	intA_4		COG0582	Prophage integrase IntA
FNIJKLNN_04112	CDS	645				hypothetical protein
FNIJKLNN_04113	CDS	1173				hypothetical protein
FNIJKLNN_04114	CDS	540				hypothetical protein
FNIJKLNN_04115	CDS	393	ligA_1	6.5.1.2	COG0272	DNA ligase
FNIJKLNN_04116	CDS	216				hypothetical protein
FNIJKLNN_04117	CDS	2070				hypothetical protein
FNIJKLNN_04118	CDS	987				hypothetical protein
FNIJKLNN_04119	CDS	1224				hypothetical protein
FNIJKLNN_04120	CDS	1203				hypothetical protein
FNIJKLNN_04121	CDS	1284				hypothetical protein
FNIJKLNN_04122	CDS	477				hypothetical protein
FNIJKLNN_04123	CDS	210				hypothetical protein
FNIJKLNN_04124	CDS	522	srlA_2		COG3730	PTS system glucitol/sorbitol-specific EIIC component
FNIJKLNN_04125	CDS	309	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
FNIJKLNN_04126	CDS	981	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
FNIJKLNN_04127	CDS	1014	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
FNIJKLNN_04128	CDS	1152				hypothetical protein
FNIJKLNN_04129	CDS	636	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
FNIJKLNN_04130	CDS	567	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
FNIJKLNN_04131	CDS	843	pgiA	5.3.1.9		Glucose-6-phosphate isomerase
FNIJKLNN_04132	CDS	1527	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FNIJKLNN_04133	CDS	1680	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
FNIJKLNN_04134	CDS	537	yyaP		COG0262	putative protein YyaP
FNIJKLNN_04135	CDS	1023				hypothetical protein
FNIJKLNN_04136	CDS	1098				hypothetical protein
FNIJKLNN_04137	CDS	603	xerC_3			Tyrosine recombinase XerC
FNIJKLNN_04138	CDS	576				hypothetical protein
FNIJKLNN_04139	CDS	4575				putative autotransporter
FNIJKLNN_04140	CDS	1455				hypothetical protein
FNIJKLNN_04141	CDS	981				hypothetical protein
FNIJKLNN_04142	CDS	978	csiD			Protein CsiD
FNIJKLNN_04143	CDS	1269	lhgO	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
FNIJKLNN_04144	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
FNIJKLNN_04145	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
FNIJKLNN_04146	CDS	1401	gabP		COG1113	GABA permease
FNIJKLNN_04147	CDS	663				hypothetical protein
FNIJKLNN_04148	CDS	450	ygaU		COG1652	putative protein YgaU
FNIJKLNN_04149	CDS	159				hypothetical protein
FNIJKLNN_04150	CDS	300	ygaV_2		COG0640	putative HTH-type transcriptional regulator YgaV
FNIJKLNN_04151	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
FNIJKLNN_04152	CDS	405	stpA		COG2916	DNA-binding protein StpA
FNIJKLNN_04153	CDS	450	alaE			L-alanine exporter AlaE
FNIJKLNN_04154	CDS	345				hypothetical protein
FNIJKLNN_04155	CDS	330	ygaM		COG4575	putative protein YgaM
FNIJKLNN_04156	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
FNIJKLNN_04157	CDS	432	ahpD	1.11.1.15		Alkyl hydroperoxide reductase AhpD
FNIJKLNN_04158	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
FNIJKLNN_04159	CDS	402	nrdI		COG1780	Protein NrdI
FNIJKLNN_04160	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
FNIJKLNN_04161	CDS	621	nrdF_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
FNIJKLNN_04162	CDS	309	nrdF_2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
FNIJKLNN_04163	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
FNIJKLNN_04164	CDS	1014	rssB		COG0784	Regulator of RpoS
FNIJKLNN_04165	CDS	906			COG1752	putative NTE family protein
FNIJKLNN_04166	CDS	459				hypothetical protein
FNIJKLNN_04167	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FNIJKLNN_04168	tRNA	85				tRNA-Tyr(gta)
FNIJKLNN_04169	tRNA	85				tRNA-Tyr(gta)
FNIJKLNN_04170	CDS	180				hypothetical protein
FNIJKLNN_04171	CDS	678	narI	1.7.99.4	COG2181	Respiratory nitrate reductase 1 gamma chain
FNIJKLNN_04172	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
FNIJKLNN_04173	CDS	1539	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
FNIJKLNN_04174	CDS	3744	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
FNIJKLNN_04175	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
FNIJKLNN_04176	CDS	219				hypothetical protein
FNIJKLNN_04177	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
FNIJKLNN_04178	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
FNIJKLNN_04179	CDS	1431				Invasin
FNIJKLNN_04180	CDS	354	ychN		COG1553	Protein YchN
FNIJKLNN_04181	CDS	717	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
FNIJKLNN_04182	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
FNIJKLNN_04183	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
FNIJKLNN_04184	CDS	108	ldrA_1			Small toxic polypeptide LdrA
FNIJKLNN_04185	CDS	108	ldrA_2			Small toxic polypeptide LdrA
FNIJKLNN_04186	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
FNIJKLNN_04187	CDS	810				hypothetical protein
FNIJKLNN_04188	CDS	393	ychQ		COG3094	Protein YchQ
FNIJKLNN_04189	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FNIJKLNN_04190	CDS	1083	prfA_1		COG0216	Peptide chain release factor RF1
FNIJKLNN_04191	CDS	1326	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
FNIJKLNN_04192	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
FNIJKLNN_04193	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FNIJKLNN_04194	CDS	1014	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
FNIJKLNN_04195	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
FNIJKLNN_04196	CDS	279				hypothetical protein
FNIJKLNN_04197	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
FNIJKLNN_04198	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
FNIJKLNN_04199	CDS	255				hypothetical protein
FNIJKLNN_04200	CDS	2868				putative autotransporter
FNIJKLNN_04201	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
FNIJKLNN_04202	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
FNIJKLNN_04203	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
FNIJKLNN_04204	CDS	1419	dhaM	3.5.1.-	COG1080	Protein-lysine deacetylase
FNIJKLNN_04205	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
FNIJKLNN_04206	CDS	1023				hypothetical protein
FNIJKLNN_04207	CDS	981			COG0609	putative ABC transporter permease protein
FNIJKLNN_04208	CDS	759			COG1120	putative ABC transporter ATP-binding protein
FNIJKLNN_04209	CDS	813	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
FNIJKLNN_04210	CDS	855	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
FNIJKLNN_04211	CDS	1971	cirA_3		COG4771	Colicin I receptor
FNIJKLNN_04212	CDS	255				hypothetical protein
FNIJKLNN_04213	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
FNIJKLNN_04214	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
FNIJKLNN_04215	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
FNIJKLNN_04216	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
FNIJKLNN_04217	CDS	153				hypothetical protein
FNIJKLNN_04218	CDS	1437	slrP_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
FNIJKLNN_04219	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
FNIJKLNN_04220	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
FNIJKLNN_04221	CDS	1533				hypothetical protein
FNIJKLNN_04222	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
FNIJKLNN_04223	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
FNIJKLNN_04224	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
FNIJKLNN_04225	CDS	1269	umuC_1		COG0389	Protein UmuC
FNIJKLNN_04226	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
FNIJKLNN_04227	CDS	912	hlyE			Hemolysin E, chromosomal
FNIJKLNN_04228	CDS	447				hypothetical protein
FNIJKLNN_04229	CDS	660	ycgM		COG0179	putative protein YcgM
FNIJKLNN_04230	CDS	294	ycgL		COG3100	Protein YcgL
FNIJKLNN_04231	CDS	402	pliG			Inhibitor of g-type lysozyme
FNIJKLNN_04232	CDS	369				hypothetical protein
FNIJKLNN_04233	CDS	696	minC		COG0850	Septum site-determining protein MinC
FNIJKLNN_04234	CDS	813	minD		COG2894	Septum site-determining protein MinD
FNIJKLNN_04235	CDS	267	minE		COG0851	Cell division topological specificity factor
FNIJKLNN_04236	CDS	327				putative autotransporter
FNIJKLNN_04237	CDS	285				hypothetical protein
FNIJKLNN_04238	CDS	330	ymgD			putative protein YmgD
FNIJKLNN_04239	CDS	1449	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
FNIJKLNN_04240	CDS	984				hypothetical protein
FNIJKLNN_04241	CDS	219	ymgF			Inner membrane protein YmgF
FNIJKLNN_04242	CDS	1014	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
FNIJKLNN_04243	CDS	249	ymgC			putative protein YmgC
FNIJKLNN_04244	CDS	267	ariR			putative two-component-system connector protein AriR
FNIJKLNN_04245	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
FNIJKLNN_04246	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
FNIJKLNN_04247	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
FNIJKLNN_04248	CDS	405	ydfO_2		COG5562	putative protein YdfO
FNIJKLNN_04249	CDS	153	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
FNIJKLNN_04250	CDS	156				hypothetical protein
FNIJKLNN_04251	CDS	387				hypothetical protein
FNIJKLNN_04252	CDS	981				hypothetical protein
FNIJKLNN_04253	CDS	915	hpf_2			Putative metal ABC transporter substrate-binding protein Hpf
FNIJKLNN_04254	CDS	828			COG1120	putative ABC transporter ATP-binding protein
FNIJKLNN_04255	CDS	858	mntB_1			Manganese transport system membrane protein MntB
FNIJKLNN_04256	CDS	858	mntB_2			Manganese transport system membrane protein MntB
FNIJKLNN_04257	CDS	294				hypothetical protein
FNIJKLNN_04258	CDS	279				hypothetical protein
FNIJKLNN_04259	CDS	2022				hypothetical protein
FNIJKLNN_04260	CDS	3483				hypothetical protein
FNIJKLNN_04261	CDS	573				hypothetical protein
FNIJKLNN_04262	CDS	600				hypothetical protein
FNIJKLNN_04263	CDS	699				hypothetical protein
FNIJKLNN_04264	CDS	330				hypothetical protein
FNIJKLNN_04265	CDS	2580				hypothetical protein
FNIJKLNN_04266	CDS	435				hypothetical protein
FNIJKLNN_04267	CDS	423				hypothetical protein
FNIJKLNN_04268	CDS	741				hypothetical protein
FNIJKLNN_04269	CDS	396				hypothetical protein
FNIJKLNN_04270	CDS	579				hypothetical protein
FNIJKLNN_04271	CDS	354				hypothetical protein
FNIJKLNN_04272	CDS	396				hypothetical protein
FNIJKLNN_04273	CDS	1026				hypothetical protein
FNIJKLNN_04274	CDS	333				hypothetical protein
FNIJKLNN_04275	CDS	1332	sppA_4	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
FNIJKLNN_04276	CDS	1602				hypothetical protein
FNIJKLNN_04277	CDS	207				hypothetical protein
FNIJKLNN_04278	CDS	1926				hypothetical protein
FNIJKLNN_04279	CDS	546				hypothetical protein
FNIJKLNN_04280	CDS	294				hypothetical protein
FNIJKLNN_04281	CDS	462				hypothetical protein
FNIJKLNN_04282	CDS	498	rrrD_4	3.2.1.17	COG3772	Lysozyme RrrD
FNIJKLNN_04283	CDS	216				hypothetical protein
FNIJKLNN_04284	CDS	732	gadW_2			HTH-type transcriptional regulator GadW
FNIJKLNN_04285	CDS	960				hypothetical protein
FNIJKLNN_04286	CDS	525	blc_2		COG3040	Outer membrane lipoprotein Blc
FNIJKLNN_04287	CDS	378				hypothetical protein
FNIJKLNN_04288	CDS	138	ylcG			putative protein YlcG
FNIJKLNN_04289	CDS	363	rusA_3	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
FNIJKLNN_04290	CDS	342				hypothetical protein
FNIJKLNN_04291	CDS	528				hypothetical protein
FNIJKLNN_04292	CDS	441				hypothetical protein
FNIJKLNN_04293	CDS	291				hypothetical protein
FNIJKLNN_04294	CDS	702				hypothetical protein
FNIJKLNN_04295	CDS	900				hypothetical protein
FNIJKLNN_04296	CDS	300				hypothetical protein
FNIJKLNN_04297	CDS	228				hypothetical protein
FNIJKLNN_04298	CDS	708	lexA_2	3.4.21.88		LexA repressor
FNIJKLNN_04299	CDS	900				hypothetical protein
FNIJKLNN_04300	CDS	309				hypothetical protein
FNIJKLNN_04301	CDS	582				hypothetical protein
FNIJKLNN_04302	CDS	369				hypothetical protein
FNIJKLNN_04303	CDS	165				hypothetical protein
FNIJKLNN_04304	CDS	144				hypothetical protein
FNIJKLNN_04305	CDS	297				hypothetical protein
FNIJKLNN_04306	CDS	786				hypothetical protein
FNIJKLNN_04307	CDS	681				hypothetical protein
FNIJKLNN_04308	CDS	183				hypothetical protein
FNIJKLNN_04309	CDS	192				hypothetical protein
FNIJKLNN_04310	CDS	282				hypothetical protein
FNIJKLNN_04311	CDS	219				hypothetical protein
FNIJKLNN_04312	CDS	240				hypothetical protein
FNIJKLNN_04313	CDS	237				hypothetical protein
FNIJKLNN_04314	CDS	1143				hypothetical protein
FNIJKLNN_04315	CDS	1251	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
FNIJKLNN_04316	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
FNIJKLNN_04317	CDS	462	nudJ	3.6.1.-		Phosphatase NudJ
FNIJKLNN_04318	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
FNIJKLNN_04319	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
FNIJKLNN_04320	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
FNIJKLNN_04321	CDS	102				hypothetical protein
FNIJKLNN_04322	CDS	672	phoP			Transcriptional regulatory protein PhoP
FNIJKLNN_04323	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
FNIJKLNN_04324	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
FNIJKLNN_04325	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
FNIJKLNN_04326	CDS	1137	potA_3	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
FNIJKLNN_04327	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
FNIJKLNN_04328	CDS	267				hypothetical protein
FNIJKLNN_04329	CDS	657				hypothetical protein
FNIJKLNN_04330	CDS	585	tfaE_3			Prophage tail fiber assembly protein TfaE
FNIJKLNN_04331	CDS	3027				hypothetical protein
FNIJKLNN_04332	CDS	600	ompX_4		COG3637	Outer membrane protein X
FNIJKLNN_04333	CDS	3693				hypothetical protein
FNIJKLNN_04334	CDS	582				hypothetical protein
FNIJKLNN_04335	CDS	744				hypothetical protein
FNIJKLNN_04336	CDS	699				hypothetical protein
FNIJKLNN_04337	CDS	330				hypothetical protein
FNIJKLNN_04338	CDS	2562				hypothetical protein
FNIJKLNN_04339	CDS	414				hypothetical protein
FNIJKLNN_04340	CDS	432				hypothetical protein
FNIJKLNN_04341	CDS	750				hypothetical protein
FNIJKLNN_04342	CDS	396				hypothetical protein
FNIJKLNN_04343	CDS	534				hypothetical protein
FNIJKLNN_04344	CDS	354				hypothetical protein
FNIJKLNN_04345	CDS	375				hypothetical protein
FNIJKLNN_04346	CDS	1029				hypothetical protein
FNIJKLNN_04347	CDS	348				hypothetical protein
FNIJKLNN_04348	CDS	1449	sppA_5	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
FNIJKLNN_04349	CDS	1593				hypothetical protein
FNIJKLNN_04350	CDS	207				hypothetical protein
FNIJKLNN_04351	CDS	1929				hypothetical protein
FNIJKLNN_04352	CDS	510				hypothetical protein
FNIJKLNN_04353	CDS	354				hypothetical protein
FNIJKLNN_04354	CDS	327	tonB_2		COG0810	Protein TonB
FNIJKLNN_04355	CDS	474				hypothetical protein
FNIJKLNN_04356	CDS	132				hypothetical protein
FNIJKLNN_04357	CDS	147				hypothetical protein
FNIJKLNN_04358	CDS	534	rrrD_5	3.2.1.17	COG3772	Lysozyme RrrD
FNIJKLNN_04359	CDS	891	ydfR_3			putative protein YdfR
FNIJKLNN_04360	CDS	216				hypothetical protein
FNIJKLNN_04361	CDS	162				hypothetical protein
FNIJKLNN_04362	CDS	189				hypothetical protein
FNIJKLNN_04363	CDS	336	iraM			Anti-adapter protein IraM
FNIJKLNN_04364	CDS	321				hypothetical protein
FNIJKLNN_04365	CDS	690				hypothetical protein
FNIJKLNN_04366	CDS	369	rusA_4	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
FNIJKLNN_04367	CDS	1059				hypothetical protein
FNIJKLNN_04368	CDS	279				hypothetical protein
FNIJKLNN_04369	CDS	252				hypothetical protein
FNIJKLNN_04370	CDS	156	hokC_4			Toxic protein HokC
FNIJKLNN_04371	CDS	180				hypothetical protein
FNIJKLNN_04372	CDS	987				hypothetical protein
FNIJKLNN_04373	CDS	366				hypothetical protein
FNIJKLNN_04374	CDS	408				hypothetical protein
FNIJKLNN_04375	CDS	357				hypothetical protein
FNIJKLNN_04376	CDS	462				hypothetical protein
FNIJKLNN_04377	CDS	297				hypothetical protein
FNIJKLNN_04378	CDS	393				hypothetical protein
FNIJKLNN_04379	CDS	771				hypothetical protein
FNIJKLNN_04380	CDS	423				hypothetical protein
FNIJKLNN_04381	CDS	1041	dnaT_3			Primosomal protein 1
FNIJKLNN_04382	CDS	552				hypothetical protein
FNIJKLNN_04383	CDS	228				hypothetical protein
FNIJKLNN_04384	CDS	408				hypothetical protein
FNIJKLNN_04385	CDS	153				hypothetical protein
FNIJKLNN_04386	CDS	375				hypothetical protein
FNIJKLNN_04387	CDS	855				hypothetical protein
FNIJKLNN_04388	CDS	189				hypothetical protein
FNIJKLNN_04389	CDS	204				hypothetical protein
FNIJKLNN_04390	CDS	2457	recE_4	3.1.11.-		Exodeoxyribonuclease 8
FNIJKLNN_04391	CDS	270				hypothetical protein
FNIJKLNN_04392	CDS	1119				hypothetical protein
FNIJKLNN_04393	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
FNIJKLNN_04394	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
FNIJKLNN_04395	CDS	462	ymfA			Inner membrane protein YmfA
FNIJKLNN_04396	CDS	786	ycfZ			Inner membrane protein YcfZ
FNIJKLNN_04397	CDS	240				hypothetical protein
FNIJKLNN_04398	CDS	822	cobB	3.5.1.-	COG0846	NAD-dependent protein deacylase
FNIJKLNN_04399	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
FNIJKLNN_04400	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
FNIJKLNN_04401	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FNIJKLNN_04402	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
FNIJKLNN_04403	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
FNIJKLNN_04404	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
FNIJKLNN_04405	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
FNIJKLNN_04406	CDS	258	bhsA_4			Multiple stress resistance protein BhsA
FNIJKLNN_04407	CDS	696	comR			HTH-type transcriptional repressor ComR
FNIJKLNN_04408	CDS	540				hypothetical protein
FNIJKLNN_04409	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
FNIJKLNN_04410	CDS	543				hypothetical protein
FNIJKLNN_04411	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
FNIJKLNN_04412	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
FNIJKLNN_04413	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
FNIJKLNN_04414	CDS	378				hypothetical protein
FNIJKLNN_04415	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
FNIJKLNN_04416	CDS	2190	fhuE		COG4773	FhuE receptor
FNIJKLNN_04417	CDS	1434	ptsG_2		COG1263	PTS system glucose-specific EIICB component
FNIJKLNN_04418	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
FNIJKLNN_04419	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
FNIJKLNN_04420	CDS	642	tmk_3	2.7.4.9	COG0125	Thymidylate kinase
FNIJKLNN_04421	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
FNIJKLNN_04422	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
FNIJKLNN_04423	CDS	1458	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
FNIJKLNN_04424	CDS	1530	nuoM	1.6.5.11	COG1008	NADH-quinone oxidoreductase subunit M
FNIJKLNN_04425	CDS	1842	nuoL_1	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
FNIJKLNN_04426	CDS	303	nuoK	1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit K
FNIJKLNN_04427	CDS	555	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
FNIJKLNN_04428	CDS	543	nuoI_1	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
FNIJKLNN_04429	CDS	978	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
FNIJKLNN_04430	CDS	2727	nuoG	1.6.5.11	COG1034	NADH-quinone oxidoreductase subunit G
FNIJKLNN_04431	CDS	1338	nuoF	1.6.5.11	COG1894	NADH-quinone oxidoreductase subunit F
FNIJKLNN_04432	CDS	501	nuoE	1.6.5.11	COG1905	NADH-quinone oxidoreductase subunit E
FNIJKLNN_04433	CDS	1803	nuoC	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit C/D
FNIJKLNN_04434	CDS	663	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
FNIJKLNN_04435	CDS	444	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
FNIJKLNN_04436	CDS	165				hypothetical protein
FNIJKLNN_04437	CDS	939	gltC_4			HTH-type transcriptional regulator GltC
FNIJKLNN_04438	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
FNIJKLNN_04439	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
FNIJKLNN_04440	CDS	1833	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
FNIJKLNN_04441	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
FNIJKLNN_04442	CDS	495				hypothetical protein
FNIJKLNN_04443	CDS	456				hypothetical protein
FNIJKLNN_04444	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
FNIJKLNN_04445	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
FNIJKLNN_04446	CDS	1479				hypothetical protein
FNIJKLNN_04447	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
FNIJKLNN_04448	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
FNIJKLNN_04449	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
FNIJKLNN_04450	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
FNIJKLNN_04451	CDS	363	folX	5.1.99.-	COG1539	Dihydroneopterin triphosphate 2'-epimerase
FNIJKLNN_04452	CDS	894				Epimerase family protein
FNIJKLNN_04453	CDS	891	rpnA_4	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
FNIJKLNN_04454	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
FNIJKLNN_04455	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
FNIJKLNN_04456	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
FNIJKLNN_04457	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
FNIJKLNN_04458	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
FNIJKLNN_04459	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
FNIJKLNN_04460	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
FNIJKLNN_04461	CDS	489	cvpA		COG1286	Colicin V production protein
FNIJKLNN_04462	CDS	663	dedD			Cell division protein DedD
FNIJKLNN_04463	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
FNIJKLNN_04464	CDS	915	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FNIJKLNN_04465	CDS	660	dedA		COG0586	Protein DedA
FNIJKLNN_04466	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FNIJKLNN_04467	CDS	1014	usg		COG0136	USG-1 protein
FNIJKLNN_04468	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
FNIJKLNN_04469	CDS	996	flk			Flagellar regulator flk
FNIJKLNN_04470	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
FNIJKLNN_04471	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
FNIJKLNN_04472	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
FNIJKLNN_04473	CDS	279				hypothetical protein
FNIJKLNN_04474	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
